id,name,path,state_fips,county_fips,suffix,abbreviation,state_abbr,applicable,applicableYears,data,highlight
001,Autauga (AU),autauga,01,001,County,AU,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
003,Baldwin (BA),baldwin,01,003,County,BA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
005,Barbour (BR),barbour,01,005,County,BR,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
007,Bibb (BI),bibb,01,007,County,BI,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
009,Blount (BL),blount,01,009,County,BL,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
011,Bullock (BU),bullock,01,011,County,BU,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
013,Butler (BT),butler,01,013,County,BT,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
015,Calhoun (CA),calhoun,01,015,County,CA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
017,Chambers (CH),chambers,01,017,County,CH,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
019,Cherokee (CE),cherokee,01,019,County,CE,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
021,Chilton (CI),chilton,01,021,County,CI,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
023,Choctaw (CO),choctaw,01,023,County,CO,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
025,Clarke (CL),clarke,01,025,County,CL,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
027,Clay (CY),clay,01,027,County,CY,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
029,Cleburne (CB),cleburne,01,029,County,CB,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
031,Coffee (CF),coffee,01,031,County,CF,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
033,Colbert (CR),colbert,01,033,County,CR,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
035,Conecuh (CN),conecuh,01,035,County,CN,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
037,Coosa (CS),coosa,01,037,County,CS,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
039,Covington (CV),covington,01,039,County,CV,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
041,Crenshaw (CW),crenshaw,01,041,County,CW,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
043,Cullman (CU),cullman,01,043,County,CU,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
045,Dale (DA),dale,01,045,County,DA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
047,Dallas (DL),dallas,01,047,County,DL,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",11%,1
049,DeKalb (DE),dekalb,01,049,County,DE,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
051,Elmore (EL),elmore,01,051,County,EL,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
053,Escambia (ES),escambia,01,053,County,ES,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
055,Etowah (ET),etowah,01,055,County,ET,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
057,Fayette (FA),fayette,01,057,County,FA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
059,Franklin (FR),franklin,01,059,County,FR,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
061,Geneva (GE),geneva,01,061,County,GE,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
063,Greene (GR),greene,01,063,County,GR,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",9%,1
065,Hale (HA),hale,01,065,County,HA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
067,Henry (HE),henry,01,067,County,HE,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
069,Houston (HO),houston,01,069,County,HO,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
071,Jackson (JA),jackson,01,071,County,JA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
073,Jefferson (JE),jefferson,01,073,County,JE,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
075,Lamar (LA),lamar,01,075,County,LA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
077,Lauderdale (LU),lauderdale,01,077,County,LU,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
079,Lawrence (LW),lawrence,01,079,County,LW,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
081,Lee (LE),lee,01,081,County,LE,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
083,Limestone (LI),limestone,01,083,County,LI,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
085,Lowndes (LO),lowndes,01,085,County,LO,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",11%,1
087,Macon (MA),macon,01,087,County,MA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
089,Madison (MD),madison,01,089,County,MD,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
091,Marengo (MR),marengo,01,091,County,MR,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
093,Marion (MI),marion,01,093,County,MI,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
095,Marshall (MS),marshall,01,095,County,MS,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
097,Mobile (MO),mobile,01,097,County,MO,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
099,Monroe (MN),monroe,01,099,County,MN,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
101,Montgomery (MT),montgomery,01,101,County,MT,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
103,Morgan (MG),morgan,01,103,County,MG,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
105,Perry (PE),perry,01,105,County,PE,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",11%,1
107,Pickens (PI),pickens,01,107,County,PI,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
109,Pike (PK),pike,01,109,County,PK,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
111,Randolph (RA),randolph,01,111,County,RA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
113,Russell (RU),russell,01,113,County,RU,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
115,St. Clair (SC),st-clair,01,115,County,SC,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
117,Shelby (SH),shelby,01,117,County,SH,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
119,Sumter (SU),sumter,01,119,County,SU,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",11%,1
121,Talladega (TA),talladega,01,121,County,TA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
123,Tallapoosa (TL),tallapoosa,01,123,County,TL,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
125,Tuscaloosa (TU),tuscaloosa,01,125,County,TU,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
127,Walker (WA),walker,01,127,County,WA,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
129,Washington (WS),washington,01,129,County,WS,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
131,Wilcox (WI),wilcox,01,131,County,WI,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",11%,1
133,Winston (WN),winston,01,133,County,WN,AL,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
013,Aleutians East (AE),aleutians-east,02,013,Borough,AE,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
016,Aleutians West (AW),aleutians-west,02,016,Census Area,AW,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
020,Anchorage (AN),anchorage,02,020,Borough,AN,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
050,Bethel (BE),bethel,02,050,Census Area,BE,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
060,Bristol Bay (BR),bristol-bay,02,060,Borough,BR,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
063,Chugach (CH),chugach,02,063,Census Area,CH,AK,1,[2024],20%,0
066,Copper River (CR),copper-river,02,066,Census Area,CR,AK,1,[2024],18%,0
068,Denali (DE),denali,02,068,Borough,DE,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
070,Dillingham (DI),dillingham,02,070,Census Area,DI,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
090,Fairbanks North Star (FA),fairbanks-north-star,02,090,Borough,FA,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
100,Haines (HA),haines,02,100,Borough,HA,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
105,Hoonah-Angoon (HA),hoonah-angoon,02,105,Census Area,HA,AK,1,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
110,Juneau (JU),juneau,02,110,Borough,JU,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
122,Kenai Peninsula (KE),kenai-peninsula,02,122,Borough,KE,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
130,Ketchikan Gateway (KG),ketchikan-gateway,02,130,Borough,KG,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
150,Kodiak Island (KO),kodiak-island,02,150,Borough,KO,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
158,Kusilvak (KU),kusilvak,02,158,Census Area,KU,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
164,Lake and Peninsula (PL),lake-and-peninsula,02,164,Borough,PL,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
170,Matanuska-Susitna (MA),matanuska-susitna,02,170,Borough,MA,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
180,Nome (NO),nome,02,180,Census Area,NO,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
185,North Slope (NS),north-slope,02,185,Borough,NS,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
188,Northwest Arctic (NA),northwest-arctic,02,188,Borough,NA,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
195,Petersburg (PE),petersburg,02,195,Census Area,PE,AK,1,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
198,Prince of Wales-Hyder (PH),prince-of-wales-hyder,02,198,Census Area,PH,AK,1,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
201,Prince of Wales-Outer Ketchikan (PW),prince-of-wales-outer-ketchikan,02,201,Census Area,PW,AK,0,[],,0
220,Sitka (SI),sitka,02,220,Borough,SI,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
230,Skagway (SK),skagway,02,230,Borough,SK,AK,1,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,2
232,Skagway-Hoonah-Angoon (SH),skagway-hoonah-angoon,02,232,Census Area,SH,AK,0,[],,0
240,Southeast Fairbanks (SF),southeast-fairbanks,02,240,Census Area,SF,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
261,Valdez-Cordova (VC),valdez-cordova,02,261,Census Area,VC,AK,0,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",,0
270,Wade Hampton (WH),wade-hampton,02,270,Census Area,WH,AK,0,[],,0
275,Wrangell (WR),wrangell,02,275,Borough,WR,AK,1,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
280,Wrangell-Petersburg (WP),wrangell-petersburg,02,280,Census Area,WP,AK,0,[],,0
282,Yakutat (YA),yakutat,02,282,Borough,YA,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
290,Yukon-Koyukuk (YK),yukon-koyukuk,02,290,Census Area,YK,AK,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
001,Apache (AP),apache,04,001,County,AP,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
003,Cochise (CO),cochise,04,003,County,CO,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
005,Coconino (CC),coconino,04,005,County,CC,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
007,Gila (GI),gila,04,007,County,GI,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
009,Graham (GR),graham,04,009,County,GR,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
011,Greenlee (GE),greenlee,04,011,County,GE,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
012,La Paz (LP),la-paz,04,012,County,LP,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
013,Maricopa (MA),maricopa,04,013,County,MA,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
015,Mohave (MO),mohave,04,015,County,MO,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
017,Navajo (NA),navajo,04,017,County,NA,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
019,Pima (PI),pima,04,019,County,PI,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
021,Pinal (PN),pinal,04,021,County,PN,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
023,Santa Cruz (SC),santa-cruz,04,023,County,SC,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
025,Yavapai (YA),yavapai,04,025,County,YA,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
027,Yuma (YU),yuma,04,027,County,YU,AZ,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
001,Arkansas (AR),arkansas,05,001,County,AR,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
003,Ashley (AS),ashley,05,003,County,AS,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
005,Baxter (BA),baxter,05,005,County,BA,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
007,Benton (BE),benton,05,007,County,BE,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
009,Boone (BO),boone,05,009,County,BO,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
011,Bradley (BR),bradley,05,011,County,BR,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
013,Calhoun (CA),calhoun,05,013,County,CA,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
015,Carroll (CR),carroll,05,015,County,CR,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
017,Chicot (CH),chicot,05,017,County,CH,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",11%,1
019,Clark (CL),clark,05,019,County,CL,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
021,Clay (CY),clay,05,021,County,CY,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
023,Cleburne (CB),cleburne,05,023,County,CB,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
025,Cleveland (CV),cleveland,05,025,County,CV,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
027,Columbia (CM),columbia,05,027,County,CM,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
029,Conway (CW),conway,05,029,County,CW,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
031,Craighead (CI),craighead,05,031,County,CI,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
033,Crawford (CF),crawford,05,033,County,CF,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
035,Crittenden (CT),crittenden,05,035,County,CT,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
037,Cross (CS),cross,05,037,County,CS,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
039,Dallas (DA),dallas,05,039,County,DA,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
041,Desha (DE),desha,05,041,County,DE,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",11%,1
043,Drew (DR),drew,05,043,County,DR,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
045,Faulkner (FA),faulkner,05,045,County,FA,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
047,Franklin (FR),franklin,05,047,County,FR,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
049,Fulton (FU),fulton,05,049,County,FU,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
051,Garland (GA),garland,05,051,County,GA,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
053,Grant (GR),grant,05,053,County,GR,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
055,Greene (GE),greene,05,055,County,GE,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
057,Hempstead (HE),hempstead,05,057,County,HE,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
059,Hot Spring (HS),hot-spring,05,059,County,HS,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
061,Howard (HW),howard,05,061,County,HW,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
063,Independence (IN),independence,05,063,County,IN,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
065,Izard (IZ),izard,05,065,County,IZ,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
067,Jackson (JA),jackson,05,067,County,JA,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
069,Jefferson (JE),jefferson,05,069,County,JE,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",12%,1
071,Johnson (JO),johnson,05,071,County,JO,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
073,Lafayette (LA),lafayette,05,073,County,LA,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",11%,1
075,Lawrence (LW),lawrence,05,075,County,LW,AR,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
