id,name,path,state_fips,county_fips,suffix,abbreviation,state_abbr,applicable,applicableYears,data,highlight
061,Harrison (HR),harrison,18,061,County,HR,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
063,Hendricks (HD),hendricks,18,063,County,HD,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
065,Henry (HY),henry,18,065,County,HY,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
067,Howard (HO),howard,18,067,County,HO,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
069,Huntington (HU),huntington,18,069,County,HU,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
071,Jackson (JA),jackson,18,071,County,JA,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
073,Jasper (JS),jasper,18,073,County,JS,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
075,Jay (JY),jay,18,075,County,JY,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
077,Jefferson (JE),jefferson,18,077,County,JE,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
079,Jennings (JN),jennings,18,079,County,JN,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
081,Johnson (JO),johnson,18,081,County,JO,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
083,Knox (KN),knox,18,083,County,KN,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
085,Kosciusko (KO),kosciusko,18,085,County,KO,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
087,LaGrange (LA),lagrange,18,087,County,LA,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
089,Lake (LK),lake,18,089,County,LK,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
091,LaPorte (LP),laporte,18,091,County,LP,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
093,Lawrence (LW),lawrence,18,093,County,LW,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
095,Madison (MA),madison,18,095,County,MA,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
097,Marion (MR),marion,18,097,County,MR,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
099,Marshall (MS),marshall,18,099,County,MS,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
101,Martin (MT),martin,18,101,County,MT,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
103,Miami (MI),miami,18,103,County,MI,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
105,Monroe (MO),monroe,18,105,County,MO,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
107,Montgomery (MN),montgomery,18,107,County,MN,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
109,Morgan (MG),morgan,18,109,County,MG,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
111,Newton (NE),newton,18,111,County,NE,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
113,Noble (NO),noble,18,113,County,NO,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
115,Ohio (OH),ohio,18,115,County,OH,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
117,Orange (OR),orange,18,117,County,OR,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
119,Owen (OW),owen,18,119,County,OW,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
121,Parke (PA),parke,18,121,County,PA,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
123,Perry (PE),perry,18,123,County,PE,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
125,Pike (PI),pike,18,125,County,PI,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
127,Porter (PO),porter,18,127,County,PO,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
129,Posey (PS),posey,18,129,County,PS,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
131,Pulaski (PU),pulaski,18,131,County,PU,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
133,Putnam (PT),putnam,18,133,County,PT,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
135,Randolph (RA),randolph,18,135,County,RA,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
137,Ripley (RI),ripley,18,137,County,RI,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
139,Rush (RU),rush,18,139,County,RU,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
141,St. Joseph (SJ),st-joseph,18,141,County,SJ,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
143,Scott (SC),scott,18,143,County,SC,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
145,Shelby (SH),shelby,18,145,County,SH,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
147,Spencer (SP),spencer,18,147,County,SP,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
149,Starke (ST),starke,18,149,County,ST,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
151,Steuben (SU),steuben,18,151,County,SU,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
153,Sullivan (SL),sullivan,18,153,County,SL,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
155,Switzerland (SW),switzerland,18,155,County,SW,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
157,Tippecanoe (TI),tippecanoe,18,157,County,TI,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
159,Tipton (TP),tipton,18,159,County,TP,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
161,Union (UN),union,18,161,County,UN,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
163,Vanderburgh (VA),vanderburgh,18,163,County,VA,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
165,Vermillion (VE),vermillion,18,165,County,VE,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
167,Vigo (VI),vigo,18,167,County,VI,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
169,Wabash (WA),wabash,18,169,County,WA,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
171,Warren (WR),warren,18,171,County,WR,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
173,Warrick (WI),warrick,18,173,County,WI,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
175,Washington (WS),washington,18,175,County,WS,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
177,Wayne (WY),wayne,18,177,County,WY,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
179,Wells (WE),wells,18,179,County,WE,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
181,White (WH),white,18,181,County,WH,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
183,Whitley (WL),whitley,18,183,County,WL,IN,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
001,Adair (AD),adair,19,001,County,AD,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
003,Adams (AA),adams,19,003,County,AA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
005,Allamakee (AL),allamakee,19,005,County,AL,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
007,Appanoose (AP),appanoose,19,007,County,AP,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
009,Audubon (AU),audubon,19,009,County,AU,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
011,Benton (BE),benton,19,011,County,BE,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
013,Black Hawk (BH),black-hawk,19,013,County,BH,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
015,Boone (BO),boone,19,015,County,BO,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
017,Bremer (BR),bremer,19,017,County,BR,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
019,Buchanan (BU),buchanan,19,019,County,BU,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",23%,2
021,Buena Vista (BV),buena-vista,19,021,County,BV,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
023,Butler (BT),butler,19,023,County,BT,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
025,Calhoun (CA),calhoun,19,025,County,CA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
027,Carroll (CR),carroll,19,027,County,CR,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
029,Cass (CS),cass,19,029,County,CS,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
031,Cedar (CE),cedar,19,031,County,CE,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
033,Cerro Gordo (CG),cerro-gordo,19,033,County,CG,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
035,Cherokee (CH),cherokee,19,035,County,CH,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
037,Chickasaw (CK),chickasaw,19,037,County,CK,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
039,Clarke (CL),clarke,19,039,County,CL,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
041,Clay (CY),clay,19,041,County,CY,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
043,Clayton (CT),clayton,19,043,County,CT,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
045,Clinton (CN),clinton,19,045,County,CN,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
047,Crawford (CF),crawford,19,047,County,CF,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
049,Dallas (DA),dallas,19,049,County,DA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",24%,2
051,Davis (DV),davis,19,051,County,DV,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
053,Decatur (DE),decatur,19,053,County,DE,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
055,Delaware (DL),delaware,19,055,County,DL,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
057,Des Moines (DM),des-moines,19,057,County,DM,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
059,Dickinson (DI),dickinson,19,059,County,DI,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
061,Dubuque (DU),dubuque,19,061,County,DU,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
063,Emmet (EM),emmet,19,063,County,EM,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
065,Fayette (FA),fayette,19,065,County,FA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
067,Floyd (FL),floyd,19,067,County,FL,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
069,Franklin (FR),franklin,19,069,County,FR,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
071,Fremont (FE),fremont,19,071,County,FE,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
073,Greene (GR),greene,19,073,County,GR,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
075,Grundy (GU),grundy,19,075,County,GU,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
077,Guthrie (GT),guthrie,19,077,County,GT,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
079,Hamilton (HA),hamilton,19,079,County,HA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
081,Hancock (HN),hancock,19,081,County,HN,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
083,Hardin (HR),hardin,19,083,County,HR,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
085,Harrison (HI),harrison,19,085,County,HI,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
087,Henry (HE),henry,19,087,County,HE,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
089,Howard (HO),howard,19,089,County,HO,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
091,Humboldt (HU),humboldt,19,091,County,HU,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
093,Ida (ID),ida,19,093,County,ID,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
095,Iowa (IW),iowa,19,095,County,IW,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
097,Jackson (JA),jackson,19,097,County,JA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
099,Jasper (JS),jasper,19,099,County,JS,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
101,Jefferson (JE),jefferson,19,101,County,JE,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
103,Johnson (JO),johnson,19,103,County,JO,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",23%,2
105,Jones (JN),jones,19,105,County,JN,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
107,Keokuk (KE),keokuk,19,107,County,KE,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
109,Kossuth (KO),kossuth,19,109,County,KO,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
111,Lee (LE),lee,19,111,County,LE,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
113,Linn (LI),linn,19,113,County,LI,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
115,Louisa (LO),louisa,19,115,County,LO,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
117,Lucas (LU),lucas,19,117,County,LU,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
119,Lyon (LY),lyon,19,119,County,LY,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
121,Madison (MA),madison,19,121,County,MA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
123,Mahaska (MH),mahaska,19,123,County,MH,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
125,Marion (MR),marion,19,125,County,MR,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
127,Marshall (MS),marshall,19,127,County,MS,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
129,Mills (MI),mills,19,129,County,MI,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
131,Mitchell (MT),mitchell,19,131,County,MT,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
133,Monona (MO),monona,19,133,County,MO,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
135,Monroe (MN),monroe,19,135,County,MN,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
137,Montgomery (MG),montgomery,19,137,County,MG,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
139,Muscatine (MU),muscatine,19,139,County,MU,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
141,O'Brien (OB),obrien,19,141,County,OB,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
143,Osceola (OS),osceola,19,143,County,OS,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
145,Page (PA),page,19,145,County,PA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
147,Palo Alto (PL),palo-alto,19,147,County,PL,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
149,Plymouth (PY),plymouth,19,149,County,PY,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
151,Pocahontas (PC),pocahontas,19,151,County,PC,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
153,Polk (PO),polk,19,153,County,PO,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
155,Pottawattamie (PT),pottawattamie,19,155,County,PT,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
157,Poweshiek (PW),poweshiek,19,157,County,PW,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
159,Ringgold (RG),ringgold,19,159,County,RG,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
161,Sac (SA),sac,19,161,County,SA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
163,Scott (SC),scott,19,163,County,SC,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
165,Shelby (SH),shelby,19,165,County,SH,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
167,Sioux (SI),sioux,19,167,County,SI,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
169,Story (ST),story,19,169,County,ST,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",24%,2
171,Tama (TA),tama,19,171,County,TA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
173,Taylor (TY),taylor,19,173,County,TY,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
175,Union (UN),union,19,175,County,UN,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
177,Van Buren (VB),van-buren,19,177,County,VB,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
179,Wapello (WA),wapello,19,179,County,WA,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
181,Warren (WR),warren,19,181,County,WR,IA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
